ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
25,Barcelona,Barcelona Open,15/04/2024,ATP500,Outdoor,Clay,1st Round,3,Nakashima B.,Evans D.,87,49,695,996,7,6,6,2,,,,,,,2,0,Completed,1.5,2.63,1.51,2.75,1.53,2.8,1.48,2.65
25,Barcelona,Barcelona Open,15/04/2024,ATP500,Outdoor,Clay,1st Round,3,Diaz Acosta F.,Rincon D.,53,216,958,283,6,1,6,4,,,,,,,2,0,Completed,1.29,3.75,1.35,3.49,1.35,3.9,1.31,3.41
25,Barcelona,Barcelona Open,15/04/2024,ATP500,Outdoor,Clay,1st Round,3,Bautista Agut R.,Safiullin R.,84,38,703,1139,6,3,7,6,,,,,,,2,0,Completed,1.67,2.2,1.76,2.17,1.76,2.3,1.67,2.21
25,Barcelona,Barcelona Open,15/04/2024,ATP500,Outdoor,Clay,1st Round,3,Arnaldi M.,Cazaux A.,40,75,1121,748,5,5,,,,,,,,,0,0,Retired,1.33,3.4,1.34,3.54,1.36,3.68,1.33,3.3
25,Barcelona,Barcelona Open,15/04/2024,ATP500,Outdoor,Clay,1st Round,3,Trungelliti M.,Ajdukovic D.,197,123,310,507,6,2,7,6,,,,,,,2,0,Completed,1.73,2.1,1.87,2.02,1.91,2.1,1.83,1.97
25,Barcelona,Barcelona Open,15/04/2024,ATP500,Outdoor,Clay,1st Round,3,Mayot H.,Cachin P.,116,88,525,673,7,6,2,6,6,3,,,,,2,1,Completed,1.67,2.2,1.66,2.34,1.68,2.38,1.64,2.26
25,Barcelona,Barcelona Open,15/04/2024,ATP500,Outdoor,Clay,1st Round,3,Hardt N.,Landaluce M.,229,328,260,160,2,6,6,4,6,3,,,,,2,1,Completed,1.8,2,1.87,2.02,1.9,2.07,1.84,1.97
25,Barcelona,Barcelona Open,15/04/2024,ATP500,Outdoor,Clay,1st Round,3,Ofner S.,Kotov P.,43,69,1081,817,5,7,6,3,6,2,,,,,2,1,Completed,2,1.8,2.02,1.87,2.05,1.89,1.97,1.83
25,Barcelona,Barcelona Open,15/04/2024,ATP500,Outdoor,Clay,1st Round,3,Muller A.,Ramos-Vinolas A.,110,108,560,590,7,6,6,0,,,,,,,2,0,Completed,1.73,2.1,1.65,2.37,1.75,2.37,1.66,2.22
25,Barcelona,Barcelona Open,16/04/2024,ATP500,Outdoor,Clay,1st Round,3,Van Assche L.,Zhang Zh.,99,47,625,1044,7,5,6,2,,,,,,,2,0,Completed,1.91,1.91,1.93,1.96,2.03,1.96,1.89,1.91
